iter	Logloss
847	0.3259927033
848	0.3259532305
849	0.3259137537
850	0.325875478
851	0.3258357181
852	0.3257964429
853	0.3257586545
854	0.3257197722
855	0.3256197963
856	0.3255825011
857	0.3255434087
858	0.3255045556
859	0.3254666038
860	0.3254289318
861	0.3253900995
862	0.3253334075
863	0.3252959809
864	0.3252567241
865	0.3252199398
866	0.3251829603
867	0.3251450851
868	0.3251076504
869	0.325068353
870	0.3250300007
871	0.3249941508
872	0.3249390597
873	0.3248792371
874	0.3248408625
875	0.3248043525
876	0.3247668762
877	0.3247286611
878	0.3246904893
879	0.3246515546
880	0.3246133843
881	0.3245557858
882	0.3245176476
883	0.3244623766
884	0.3244234195
885	0.3243645163
886	0.3241904655
887	0.3241540339
888	0.3241160598
889	0.3240644043
890	0.3239503869
891	0.3239145177
892	0.3238761446
893	0.3237889782
894	0.3237511623
895	0.3237126087
896	0.3236564105
897	0.3236236901
898	0.3235853192
899	0.3235292689
900	0.3234905897
901	0.3234307631
902	0.3228235379
903	0.3227855843
904	0.3227472571
905	0.3227088592
906	0.3226716652
907	0.3226337554
908	0.3225970002
909	0.3224615508
910	0.3224251031
911	0.3223865911
912	0.3223512668
913	0.3219660323
914	0.3219129124
915	0.3218755163
916	0.3218385084
917	0.3210917198
918	0.3210542039
919	0.320934384
920	0.3208595281
921	0.3208213548
922	0.3207832852
923	0.3207457743
924	0.3206211752
925	0.3205846853
926	0.3205466754
927	0.3204959032
928	0.3203959706
929	0.320358239
930	0.3203209252
931	0.3202835588
932	0.3202479071
933	0.3201945841
934	0.3201587379
935	0.3201197203
936	0.3200827885
937	0.3200457533
938	0.3200078197
939	0.3199704288
940	0.319935081
941	0.3192560111
942	0.319218761
943	0.319181551
944	0.3191443549
945	0.319107448
946	0.3190737093
947	0.3190354493
948	0.3189772538
949	0.3189417482
950	0.3188630044
951	0.3187902224
952	0.31875328
953	0.3187176094
954	0.3186468797
955	0.3185296352
956	0.3184952108
957	0.3184586584
958	0.3184221466
959	0.318385835
960	0.3183493829
961	0.3182933902
962	0.3182570018
963	0.3182207093
964	0.3181678901
965	0.3181311416
966	0.3180948683
967	0.3180590782
968	0.3179583547
969	0.3179220735
970	0.3178876544
971	0.3178523339
972	0.3178173032
973	0.3177811357
974	0.317745093
975	0.3177093869
976	0.3176759269
977	0.3176397327
978	0.3175242095
979	0.3174277474
980	0.317391728
981	0.3173557589
982	0.3173212771
983	0.3172682778
984	0.3171633457
985	0.3171100047
986	0.3170762452
987	0.3170396586
988	0.3169332346
989	0.3168971465
990	0.3168458922
991	0.3168103079
992	0.3167743246
993	0.3167385772
994	0.3167027336
995	0.3166663841
996	0.3166307192
997	0.3165770505
998	0.3165417039
999	0.31628429
